Date,Adj Close,Close,High,Low,Open,Volume
2021-04-14,382.3503723144531,411.45001220703125,413.9599914550781,410.8699951171875,412.8299865722656,61659900
2021-04-15,386.4577331542969,415.8699951171875,416.1600036621094,413.69000244140625,413.739990234375,60229800
2021-04-16,387.74945068359375,417.260009765625,417.9100036621094,415.7300109863281,417.25,82037300
2021-04-19,385.84442138671875,415.2099914550781,416.739990234375,413.7900085449219,416.260009765625,78498500
2021-04-20,383.01947021484375,412.1700134277344,415.0899963378906,410.5899963378906,413.9100036621094,81851800
2021-04-21,386.6435852050781,416.07000732421875,416.2900085449219,411.3599853515625,411.510009765625,66793000
2021-04-22,383.11236572265625,412.2699890136719,416.7799987792969,411.1300048828125,415.8900146484375,97582800
2021-04-23,387.2662658691406,416.739990234375,418.25,412.7900085449219,412.8699951171875,73209200
2021-04-26,388.07470703125,417.6099853515625,418.2200012207031,416.80999755859375,417.44000244140625,52182400
2021-04-27,387.9911193847656,417.5199890136719,418.1400146484375,416.29998779296875,417.92999267578125,51303100
2021-04-28,387.8795471191406,417.3999938964844,419.010009765625,416.8999938964844,417.80999755859375,51238900
2021-04-29,390.3514099121094,420.05999755859375,420.7200012207031,416.44000244140625,420.32000732421875,78544300
2021-04-30,387.7866516113281,417.29998779296875,418.5400085449219,416.3399963378906,417.6300048828125,85527000
2021-05-03,388.6228942871094,418.20001220703125,419.8399963378906,417.6700134277344,419.42999267578125,68128300
2021-05-04,386.2254943847656,415.6199951171875,416.6000061035156,411.6700134277344,416.07000732421875,101591200
2021-05-05,386.3462829589844,415.75,417.6300048828125,415.1499938964844,417.3800048828125,60162200
2021-05-06,389.43145751953125,419.07000732421875,419.2099914550781,413.67999267578125,415.8299865722656,74321400
2021-05-07,392.2657165527344,422.1199951171875,422.82000732421875,419.1600036621094,419.8900146484375,67733800
2021-05-10,388.38134765625,417.94000244140625,422.739990234375,417.80999755859375,422.5,81852400
2021-05-11,384.91522216796875,414.2099914550781,415.2699890136719,410.05999755859375,413.1000061035156,116888000
2021-05-12,376.737548828125,405.4100036621094,412.5899963378906,404.0,411.2300109863281,134811000
2021-05-13,381.2631530761719,410.2799987792969,412.3500061035156,407.0199890136719,407.07000732421875,106394000
2021-05-14,387.11749267578125,416.5799865722656,417.489990234375,413.17999267578125,413.2099914550781,82201600
2021-05-17,386.1325988769531,415.5199890136719,416.3900146484375,413.3599853515625,415.3900146484375,65129200
2021-05-18,382.8056945800781,411.94000244140625,416.05999755859375,411.7699890136719,415.79998779296875,59810200
2021-05-19,381.8020935058594,410.8599853515625,411.04998779296875,405.3299865722656,406.9200134277344,106467100
2021-05-20,385.90948486328125,415.2799987792969,416.6300048828125,411.6700134277344,411.79998779296875,78022200
2021-05-21,385.5935974121094,414.94000244140625,418.20001220703125,414.45001220703125,416.8699951171875,76578700
2021-05-24,389.5243225097656,419.1700134277344,420.32000732421875,417.0799865722656,417.3399963378906,51376700
2021-05-25,388.66009521484375,418.239990234375,420.7099914550781,417.6199951171875,420.3299865722656,57451400
2021-05-26,389.43145751953125,419.07000732421875,419.6099853515625,417.760009765625,418.8699951171875,43088600
2021-05-27,389.6358947753906,419.2900085449219,420.7200012207031,418.989990234375,420.1700134277344,56707700
2021-05-28,390.33282470703125,420.0400085449219,421.25,419.7900085449219,420.9700012207031,58520200
2021-06-01,389.989013671875,419.6700134277344,422.7200012207031,419.20001220703125,422.57000732421875,54216600
2021-06-02,390.6023254394531,420.3299865722656,421.2300109863281,419.2900085449219,420.3699951171875,49097100
2021-06-03,389.152587890625,418.7699890136719,419.989990234375,416.2799987792969,417.8500061035156,58138800
2021-06-04,392.7117919921875,422.6000061035156,422.9200134277344,418.8399963378906,420.75,55938800
2021-06-07,392.3307800292969,422.19000244140625,422.7799987792969,421.19000244140625,422.5899963378906,51555000
2021-06-08,392.4144287109375,422.2799987792969,423.2099914550781,420.32000732421875,423.1099853515625,47134300
2021-06-09,391.8290100097656,421.6499938964844,423.260009765625,421.4100036621094,423.17999267578125,48436300
2021-06-10,393.6504211425781,423.6099853515625,424.6300048828125,421.54998779296875,422.9599914550781,51020100
2021-06-11,394.30084228515625,424.30999755859375,424.42999267578125,422.82000732421875,424.20001220703125,45570800
2021-06-14,395.1836853027344,425.260009765625,425.3699951171875,423.1000061035156,424.42999267578125,42358500
2021-06-15,394.45880126953125,424.4800109863281,425.4599914550781,423.5400085449219,425.4200134277344,51508500
2021-06-16,392.2564697265625,422.1099853515625,424.8699951171875,419.9200134277344,424.6300048828125,80386100
2021-06-17,392.1263732910156,421.9700012207031,423.0199890136719,419.32000732421875,421.6700134277344,90949700
2021-06-18,386.83636474609375,414.9200134277344,417.8299865722656,414.70001220703125,417.0899963378906,118676300
2021-06-21,392.37432861328125,420.8599853515625,421.05999755859375,415.92999267578125,416.79998779296875,72822000
2021-06-22,394.47210693359375,423.1099853515625,424.0,420.0799865722656,420.8500061035156,57700300
2021-06-23,393.9966125488281,422.6000061035156,424.04998779296875,422.510009765625,423.19000244140625,49445400
2021-06-24,396.3273620605469,425.1000061035156,425.54998779296875,424.6199951171875,424.8900146484375,45110300
2021-06-25,397.735107421875,426.6099853515625,427.0899963378906,425.54998779296875,425.8999938964844,58129500
2021-06-28,398.5368957519531,427.4700012207031,427.6499938964844,425.8900146484375,427.1700134277344,53159600
2021-06-29,398.75140380859375,427.70001220703125,428.55999755859375,427.1300048828125,427.8800048828125,35970500
2021-06-30,399.0870666503906,428.05999755859375,428.7799987792969,427.17999267578125,427.2099914550781,64827900
2021-07-01,401.2966003417969,430.42999267578125,430.6000061035156,428.79998779296875,428.8699951171875,53441000
2021-07-02,404.3639221191406,433.7200012207031,434.1000061035156,430.5199890136719,431.6700134277344,57697700
2021-07-06,403.6274108886719,432.92999267578125,434.010009765625,430.010009765625,433.7799987792969,68710400
2021-07-07,405.0538024902344,434.4599914550781,434.760009765625,431.510009765625,433.6600036621094,63549500
2021-07-08,401.7533874511719,430.9200134277344,431.7300109863281,427.5199890136719,428.7799987792969,97595200
2021-07-09,406.0421447753906,435.5199890136719,435.8399963378906,430.7099914550781,432.5299987792969,76238600
2021-07-12,407.49639892578125,437.0799865722656,437.3500061035156,434.9700012207031,435.42999267578125,52889600
2021-07-13,406.1073303222656,435.5899963378906,437.8399963378906,435.30999755859375,436.239990234375,52911300
2021-07-14,406.71337890625,436.239990234375,437.9200134277344,434.9100036621094,437.3999938964844,64130400
2021-07-15,405.3241882324219,434.75,435.5299987792969,432.7200012207031,434.80999755859375,55126400
2021-07-16,402.14508056640625,431.3399963378906,436.05999755859375,430.9200134277344,436.010009765625,75874700
2021-07-19,396.2062072753906,424.9700012207031,431.4100036621094,421.9700012207031,426.19000244140625,147987000
2021-07-20,401.8840026855469,431.05999755859375,432.4200134277344,424.8299865722656,425.67999267578125,99608200
2021-07-21,405.13775634765625,434.54998779296875,434.70001220703125,431.010009765625,432.3399963378906,64724400
2021-07-22,405.9862060546875,435.4599914550781,435.7200012207031,433.69000244140625,434.739990234375,47878500
2021-07-23,410.1629333496094,439.94000244140625,440.29998779296875,436.7900085449219,437.5199890136719,63766600
2021-07-26,411.1698303222656,441.0199890136719,441.0299987792969,439.260009765625,439.30999755859375,43719200
2021-07-27,409.2959289550781,439.010009765625,439.94000244140625,435.989990234375,439.9100036621094,67397100
2021-07-28,409.1280822753906,438.8299865722656,440.29998779296875,437.30999755859375,439.67999267578125,52472400
2021-07-29,410.82489013671875,440.6499938964844,441.79998779296875,439.80999755859375,439.82000732421875,47435300
2021-07-30,408.8297119140625,438.510009765625,440.05999755859375,437.7699890136719,437.9100036621094,68951200
2021-08-02,407.97198486328125,437.5899963378906,440.92999267578125,437.2099914550781,440.3399963378906,58783300
2021-08-03,411.2910461425781,441.1499938964844,441.2799987792969,436.1000061035156,438.44000244140625,58053900
2021-08-04,409.2679138183594,438.9800109863281,441.1199951171875,438.7300109863281,439.7799987792969,46732200
2021-08-05,411.85980224609375,441.760009765625,441.8500061035156,439.8800048828125,440.2200012207031,38969700
2021-08-06,412.5402526855469,442.489990234375,442.94000244140625,441.79998779296875,442.1000061035156,46930000
2021-08-09,412.2046813964844,442.1300048828125,442.79998779296875,441.30999755859375,442.4599914550781,41222600
2021-08-10,412.71746826171875,442.67999267578125,443.44000244140625,441.8800048828125,442.6099853515625,43339300
2021-08-11,413.74298095703125,443.7799987792969,443.8800048828125,442.6199951171875,443.82000732421875,44034300
2021-08-12,414.9830322265625,445.1099853515625,445.260009765625,442.6600036621094,443.6199951171875,38909400
2021-08-13,415.7382507324219,445.9200134277344,445.94000244140625,445.07000732421875,445.5899963378906,39470300
2021-08-16,416.7170715332031,446.9700012207031,447.1099853515625,442.8699951171875,444.5299987792969,73740000
2021-08-17,413.9854736328125,444.0400085449219,444.9599914550781,440.8500061035156,444.239990234375,92673900
2021-08-18,409.454345703125,439.17999267578125,444.6300048828125,438.9200134277344,442.9599914550781,89351900
2021-08-19,410.0882873535156,439.8599853515625,441.1400146484375,436.1199951171875,436.2699890136719,92812200
2021-08-20,413.3514099121094,443.3599853515625,443.7099914550781,439.7099914550781,440.2300109863281,72008700
2021-08-23,416.9875793457031,447.260009765625,448.2300109863281,443.44000244140625,445.1600036621094,54973000
2021-08-24,417.6494445800781,447.9700012207031,448.5400085449219,447.4200134277344,447.9700012207031,38744700
2021-08-25,418.5258483886719,448.9100036621094,449.4599914550781,447.7699890136719,448.1700134277344,40529700
2021-08-26,416.0552062988281,446.260009765625,448.8599853515625,446.1600036621094,448.6099853515625,57829600
2021-08-27,419.775146484375,450.25,450.6499938964844,447.05999755859375,447.1199951171875,77235100
2021-08-30,421.6211242675781,452.2300109863281,453.07000732421875,450.7099914550781,450.9700012207031,48357400
2021-08-31,420.9964904785156,451.55999755859375,452.489990234375,450.9200134277344,452.1300048828125,59300200
2021-09-01,421.2201843261719,451.79998779296875,453.1099853515625,451.54998779296875,452.55999755859375,48721400
2021-09-02,422.5160827636719,453.19000244140625,454.04998779296875,451.9100036621094,453.32000732421875,42501000
2021-09-03,422.41351318359375,453.0799865722656,453.6300048828125,451.54998779296875,451.9800109863281,47170500
2021-09-07,420.9031677246094,451.4599914550781,452.80999755859375,450.739990234375,452.7099914550781,51671500
2021-09-08,420.3904724121094,450.9100036621094,451.6700134277344,448.8599853515625,450.8900146484375,56181900
2021-09-09,418.5910339355469,448.9800109863281,452.57000732421875,448.7200012207031,450.70001220703125,57970400
2021-09-10,415.2907409667969,445.44000244140625,451.489990234375,445.30999755859375,451.0400085449219,89948200
2021-09-13,416.3535461425781,446.5799865722656,448.9200134277344,444.1099853515625,448.6400146484375,83738600
2021-09-14,414.10662841796875,444.1700134277344,448.3399963378906,443.2200012207031,448.1199951171875,78197100
2021-09-15,417.5655517578125,447.8800048828125,448.4100036621094,443.44000244140625,444.6199951171875,78792200
2021-09-16,416.9035949707031,447.1700134277344,448.3599853515625,444.0199890136719,447.32000732421875,77786700
2021-09-17,412.8424377441406,441.3999938964844,445.3699951171875,441.0199890136719,444.9200134277344,118425000
2021-09-20,405.9586486816406,434.0400085449219,436.55999755859375,428.8599853515625,434.8800048828125,166445500
2021-09-21,405.57525634765625,433.6300048828125,437.9100036621094,433.07000732421875,436.5299987792969,92526100
2021-09-22,409.53155517578125,437.8599853515625,440.0299987792969,433.75,436.04998779296875,102350100
2021-09-23,414.5072326660156,443.17999267578125,444.8900146484375,439.6000061035156,439.8500061035156,76396000
2021-09-24,415.19012451171875,443.9100036621094,444.6700134277344,441.2099914550781,441.44000244140625,62094800
2021-09-27,414.0023193359375,442.6400146484375,444.04998779296875,441.8999938964844,442.80999755859375,61371100
2021-09-28,405.65936279296875,433.7200012207031,440.0400085449219,432.94000244140625,439.69000244140625,130436300
2021-09-29,406.3421325683594,434.45001220703125,437.0400085449219,433.8500061035156,435.19000244140625,82329200
2021-09-30,401.37567138671875,429.1400146484375,436.7699890136719,428.7799987792969,436.0199890136719,140506000
2021-10-01,406.1457824707031,434.239990234375,436.0299987792969,427.2300109863281,430.9800109863281,129240100
2021-10-04,400.9080505371094,428.6400146484375,433.9599914550781,426.3599853515625,433.0,128570000
2021-10-05,405.0794677734375,433.1000061035156,435.489990234375,429.3900146484375,430.239990234375,90682500
2021-10-06,406.7630310058594,434.8999938964844,435.1199951171875,427.5400085449219,429.2699890136719,113032200
2021-10-07,410.2798156738281,438.6600036621094,441.67999267578125,438.20001220703125,438.3900146484375,72437500
2021-10-08,409.53155517578125,437.8599853515625,439.8900146484375,437.19000244140625,439.4800109863281,74557400
2021-10-11,406.5665588378906,434.69000244140625,440.260009765625,434.6199951171875,437.1600036621094,65233300
2021-10-12,405.5658264160156,433.6199951171875,436.1000061035156,432.7799987792969,435.6700134277344,71181200
2021-10-13,407.0249328613281,435.17999267578125,436.04998779296875,431.5400085449219,434.7099914550781,72974000
2021-10-14,413.8713684082031,442.5,442.6600036621094,438.5799865722656,439.0799865722656,70236800
2021-10-15,417.02325439453125,445.8699951171875,446.260009765625,444.0899963378906,444.75,66260200
2021-10-18,418.2579040527344,447.19000244140625,447.54998779296875,443.2699890136719,443.9700012207031,62213200
2021-10-19,421.4847106933594,450.6400146484375,450.7099914550781,448.2699890136719,448.9200134277344,46996800
2021-10-20,423.14019775390625,452.4100036621094,452.7300109863281,451.010009765625,451.1300048828125,49571600
2021-10-21,424.2438049316406,453.5899963378906,453.8299865722656,451.30999755859375,451.7699890136719,41305400
2021-10-22,423.8042297363281,453.1199951171875,454.6700134277344,451.04998779296875,453.1300048828125,58845100
2021-10-25,426.0769958496094,455.54998779296875,455.8999938964844,452.3900146484375,454.2799987792969,45214500
2021-10-26,426.4604797363281,455.9599914550781,458.489990234375,455.55999755859375,457.20001220703125,56075100
2021-10-27,424.5711975097656,453.94000244140625,457.1600036621094,453.8599853515625,456.45001220703125,72438000
2021-10-28,428.6678466796875,458.32000732421875,458.3999938964844,455.45001220703125,455.4599914550781,51437900
2021-10-29,429.53765869140625,459.25,459.55999755859375,455.55999755859375,455.8699951171875,70162400
2021-11-01,430.2765808105469,460.0400085449219,460.70001220703125,458.20001220703125,460.29998779296875,48433600
2021-11-02,432.0162353515625,461.8999938964844,462.2300109863281,460.0799865722656,460.2200012207031,48908400
2021-11-03,434.6537780761719,464.7200012207031,465.1499938964844,460.8299865722656,461.29998779296875,52509800
2021-11-04,436.7020568847656,466.9100036621094,467.0,464.989990234375,465.3599853515625,52847100
2021-11-05,438.2173156738281,468.5299987792969,470.6499938964844,466.9200134277344,469.2799987792969,66390600
2021-11-08,438.59136962890625,468.92999267578125,470.2300109863281,468.20001220703125,469.70001220703125,50405200
2021-11-09,437.1417236328125,467.3800048828125,469.57000732421875,465.8800048828125,469.32000732421875,51149100
2021-11-10,433.6248779296875,463.6199951171875,467.3800048828125,462.0400085449219,465.5799865722656,69429700
2021-11-11,433.76519775390625,463.7699890136719,465.2900085449219,463.75,465.2099914550781,34848500
2021-11-12,437.0386962890625,467.2699890136719,467.8599853515625,464.1099853515625,465.1199951171875,53466700
2021-11-15,437.18841552734375,467.42999267578125,468.80999755859375,466.2300109863281,468.6400146484375,46980500
2021-11-16,438.91876220703125,469.2799987792969,470.489990234375,467.07000732421875,467.1499938964844,48857500
2021-11-17,437.85260009765625,468.1400146484375,469.19000244140625,467.4800109863281,469.0,47858300
2021-11-18,439.33966064453125,469.7300109863281,470.010009765625,466.3399963378906,469.239990234375,50625600
2021-11-19,438.5539855957031,468.8900146484375,470.94000244140625,468.5,469.6099853515625,57315600
2021-11-22,437.3193359375,467.57000732421875,473.5400085449219,467.3500061035156,470.8900146484375,72762000
2021-11-23,437.8992919921875,468.19000244140625,469.1000061035156,464.45001220703125,467.2200012207031,73206500
2021-11-24,439.0683898925781,469.44000244140625,469.57000732421875,465.19000244140625,466.05999755859375,61858800
2021-11-26,429.2757263183594,458.9700012207031,463.8999938964844,457.7699890136719,462.3399963378906,112669600
2021-11-29,434.54156494140625,464.6000061035156,466.55999755859375,461.7300109863281,464.07000732421875,86268800
2021-11-30,426.08636474609375,455.55999755859375,464.0299987792969,455.29998779296875,462.0,148559600
2021-12-01,421.3537292480469,450.5,464.6700134277344,450.2900085449219,461.6400146484375,131939200
2021-12-02,427.8074035644531,457.3999938964844,459.07000732421875,450.30999755859375,450.7300109863281,127637800
2021-12-03,424.0848693847656,453.4200134277344,460.29998779296875,448.9200134277344,459.1700134277344,137331600
2021-12-06,429.1073913574219,458.7900085449219,460.7900085449219,453.55999755859375,456.1300048828125,98977500
2021-12-07,437.9833984375,468.2799987792969,468.8800048828125,458.6499938964844,464.4100036621094,95484700
2021-12-08,439.1432800292969,469.5199890136719,470.0,466.8299865722656,468.70001220703125,72238800
2021-12-09,436.17828369140625,466.3500061035156,469.6300048828125,466.1400146484375,468.1499938964844,61272600
2021-12-10,440.28424072265625,470.739990234375,470.8999938964844,466.510009765625,469.2300109863281,77159800
2021-12-13,436.3841247558594,466.57000732421875,470.55999755859375,466.2699890136719,470.19000244140625,87724700
2021-12-14,433.3816833496094,463.3599853515625,465.739990234375,460.25,463.0899963378906,97264100
2021-12-15,440.1533508300781,470.6000061035156,470.8599853515625,460.739990234375,463.4200134277344,116899300
2021-12-16,436.2718811035156,466.45001220703125,472.8699951171875,464.79998779296875,472.57000732421875,116568600
2021-12-17,431.62872314453125,459.8699951171875,464.739990234375,458.05999755859375,461.54998779296875,135511600
2021-12-20,427.0389404296875,454.9800109863281,455.3999938964844,451.1400146484375,454.4800109863281,107134800
2021-12-21,434.62274169921875,463.05999755859375,463.2099914550781,456.30999755859375,458.6099853515625,69806300
2021-12-22,438.9684143066406,467.69000244140625,467.80999755859375,462.5799865722656,462.7900085449219,58890200
2021-12-23,441.6997375488281,470.6000061035156,472.19000244140625,468.6400146484375,468.75,56439700
2021-12-27,447.9507141113281,477.260009765625,477.30999755859375,472.010009765625,472.05999755859375,56808600
2021-12-28,447.5846252441406,476.8699951171875,478.80999755859375,476.05999755859375,477.7200012207031,47274600
2021-12-29,448.15716552734375,477.4800109863281,478.55999755859375,475.9200134277344,476.9800109863281,54503000
2021-12-30,446.9182434082031,476.1600036621094,479.0,475.6700134277344,477.92999267578125,55329000
2021-12-31,445.79193115234375,474.9599914550781,476.8599853515625,474.6700134277344,475.6400146484375,65237400
2022-01-03,448.3730163574219,477.7099914550781,477.8500061035156,473.8500061035156,476.29998779296875,72668200
2022-01-04,448.2228698730469,477.54998779296875,479.9800109863281,475.5799865722656,479.2200012207031,71178700
2022-01-05,439.6159973144531,468.3800048828125,477.9800109863281,468.2799987792969,477.1600036621094,104538900
2022-01-06,439.20306396484375,467.94000244140625,470.82000732421875,465.42999267578125,467.8900146484375,86858900
2022-01-07,437.4666748046875,466.0899963378906,469.20001220703125,464.6499938964844,467.95001220703125,85111600
2022-01-10,436.9222106933594,465.510009765625,465.739990234375,456.6000061035156,462.70001220703125,119362000
2022-01-11,440.90185546875,469.75,469.8500061035156,462.04998779296875,465.2300109863281,74303100
2022-01-12,442.09393310546875,471.0199890136719,473.20001220703125,468.94000244140625,471.5899963378906,67605400
2022-01-13,436.0024719238281,464.5299987792969,472.8800048828125,463.44000244140625,472.19000244140625,91173100
2022-01-14,436.18084716796875,464.7200012207031,465.0899963378906,459.8999938964844,461.19000244140625,95890900
2022-01-18,428.4562683105469,456.489990234375,459.9599914550781,455.30999755859375,459.739990234375,109709100
2022-01-19,424.00726318359375,451.75,459.6099853515625,451.4599914550781,458.1300048828125,109357600
2022-01-20,419.3143310546875,446.75,458.739990234375,444.5,453.75,122379700
2022-01-21,411.0829772949219,437.9800109863281,448.05999755859375,437.95001220703125,445.55999755859375,202271200
2022-01-24,412.8287658691406,439.8399963378906,440.3800048828125,420.760009765625,432.0299987792969,251783900
2022-01-25,407.7885437011719,434.4700012207031,439.7200012207031,427.1499938964844,433.05999755859375,167997300
2022-01-26,406.76544189453125,433.3800048828125,444.0400085449219,428.8599853515625,440.7200012207031,186391100
2022-01-27,404.7568664550781,431.239990234375,441.5899963378906,429.45001220703125,438.260009765625,149878300
2022-01-28,414.80914306640625,441.95001220703125,442.0,427.82000732421875,432.67999267578125,164457400
2022-01-31,422.2802734375,449.9100036621094,450.2799987792969,439.80999755859375,441.239990234375,152251400
2022-02-01,425.13360595703125,452.95001220703125,453.6300048828125,446.94000244140625,450.67999267578125,123155400
2022-02-02,429.263427734375,457.3500061035156,458.1199951171875,453.04998779296875,455.5,117361000
2022-02-03,419.17352294921875,446.6000061035156,452.9700012207031,445.7099914550781,450.95001220703125,118024400
2022-02-04,421.1446838378906,448.70001220703125,452.7799987792969,443.8299865722656,446.3500061035156,118454400
2022-02-07,419.7930603027344,447.260009765625,450.989990234375,445.8500061035156,449.510009765625,84472900
2022-02-08,423.2469482421875,450.94000244140625,451.9200134277344,445.2200012207031,446.7300109863281,81012000
2022-02-09,429.44171142578125,457.5400085449219,457.8800048828125,455.010009765625,455.2200012207031,92589900
